Media,Variancia,Assimetria,Curtose,acf_5,acf_10,acf_15,acf_20,autocorr_q_1,autocorr_q_2
0.00011787299298352909,1.2129516417058164e-05,0.21372747745924264,4.515868430319722,0.09384937442067713,-0.12238831802452318,-0.1325597980959892,-0.0764544548173018,0.27385283991130993,-0.06136831899018758
0.00011866474843717316,2.5135809674807888e-05,1.3601853351297786,10.88637354555702,-0.08242392219216112,-0.08930293295101603,-0.015188348829516304,-0.09067490263501636,0.002511436396769017,0.19377119441409654
0.0006249771760234927,8.59137680879196e-06,-0.04252683921435385,3.7232903966244,-0.007000211495239401,-0.008741546468831624,-0.05636162948620659,9.482659131352336e-05,0.010855994684437206,0.2444325572237228
-0.00015049295503308062,4.835317566773436e-06,0.30218794771487023,3.525202743999561,-0.00625179494040841,-0.007792818766293561,-0.09828770450257497,-0.1662058101452596,0.07769190998459481,-0.09303978844702998
0.00029464280192367613,1.2687633065729859e-05,0.42540865847348486,4.1848201825456535,-0.15232861427597025,0.005074121680767611,-0.02639533390975974,-0.22152304120192196,0.3557701138456876,0.19965272271860482
-0.0001665890831660466,1.1439397700252745e-05,0.06566387914146975,2.9841819962740055,-0.067207548938931,-0.20636998448114988,-0.025972301693352313,0.0957478448040476,0.4110563094469493,0.05529468218404777
8.563875122808244e-05,7.173338269989031e-06,-0.17431252733156438,4.889119529162009,-0.20091199839589527,0.008844299342199529,0.06346080828199566,-0.15915766116570235,0.06688953285928567,0.05562989257384318
0.0009297807535796121,7.701588311007855e-06,0.6209163890540709,3.8328777673281564,-0.13227611034577977,-0.08239284338469034,-0.01819764382733459,-0.009203048680536095,0.6425192992295669,0.39264186874239315
0.000288756891281731,5.397121125434924e-06,0.43832351181494283,3.74410518577903,-0.0963936379666135,-0.11067299270415533,0.1551418789830123,-0.015595254164108263,0.05439031447299709,-0.05081736036384707
-0.0002365922919079999,1.39001268458046e-05,-1.7224317374485305,10.284538505858645,-0.17746753639347598,0.02594213299966733,0.08360850655819538,-0.2132971057425492,0.11296868472256374,0.013337624294023137
2.4806290909766087e-05,9.653921517391768e-06,0.4238915118103369,4.117470163034165,-0.13364900916812425,0.03470858538397852,-0.20051004956357565,-0.2002242408440787,0.3716104896534803,0.1520133277753115
3.4232683646603e-05,8.681608871041658e-06,1.8710552598519095,12.85824127284143,-0.1529563198125768,0.25886744835774794,-0.023331146445602798,0.018215644687273515,0.20879643773328707,-0.04439758128054529
-0.0002772121929125682,1.1731351683193745e-05,-0.15162728275242038,4.119936977489797,-0.031033945922219433,-0.038330856286730636,0.016336396839561295,-0.033355846778310605,0.19179474920174386,0.08401621339958357
0.0005887971924004365,1.1302870383388597e-05,0.29453227341015853,2.9596276126575276,-0.24932110594975018,-0.012629517785993995,0.005732837992590347,-0.11981461674966892,0.24031157151065963,0.06559664057757196
-0.0007424882427260175,1.1170737422496547e-05,-0.08382380568116898,3.4403294313213433,-0.1908918486963896,0.1746480919121101,-0.18736341323535388,-0.10842009138804583,0.18876583582242137,0.22287909819400775
-0.0013310836027054852,3.21878452578421e-05,1.081292634588134,8.338129258679047,-0.06718305425318126,-0.01031854241783243,-0.20218162875299472,-0.016852496858606243,0.01096983491119444,0.18891312450662104
0.0015748898927794,3.705288515076856e-05,1.7011303705131224,8.563620401805277,0.06439900763975932,-0.10028273285410445,0.0017997093731607087,-0.06357371481029836,0.5912547980604342,0.21465678875703711
-0.0014197079937071865,2.5699338796483495e-05,1.7064628366809933,12.020208764288103,0.26917944467626026,0.22418614683476343,-0.008782828592272883,-0.02475102771433662,0.007414134306744527,0.19256933488874042
0.0001480772333351273,6.034607599093098e-06,-0.5541144505385879,3.5981666911578967,-0.05303424791346053,0.001236832569537923,-0.01227886748990001,-0.08089203624509389,0.22315775042012703,-0.17527580592067407
-0.0001429715420917521,9.370468945668528e-06,0.6079206052311784,6.16989879965845,-0.03991095217094025,0.08288855726243409,-0.0481191320342668,-0.09858944508897945,0.2057628438456565,-0.08717466405439574
0.0008797851158381201,1.5727706437908466e-05,-0.1364530220803327,4.248023946413159,0.14809075177010608,-0.06251410574730237,-0.09695933226139818,0.04536495440921728,0.11854646979781497,0.02598733565162768
